Country/Area;Date;Visitor
Afghanistan;01.2017;233 
Afghanistan;02.2017;196 
Afghanistan;03.2017;192 
Afghanistan;04.2017;259 
Afghanistan;05.2017;228 
Afghanistan;06.2017;123 
Afghanistan;07.2017;287 
Afghanistan;08.2017;226 
Afghanistan;09.2017;419 
Afghanistan;10.2017;299 
Afghanistan;11.2017;219 
Afghanistan;12.2017;208 
Afghanistan;01.2018;307 
Afghanistan;02.2018;128 
Afghanistan;03.2018;237 
Afghanistan;04.2018;240 
Afghanistan;05.2018;212 
Afghanistan;06.2018;224 
Afghanistan;07.2018;296 
Afghanistan;08.2018;260 
Afghanistan;09.2018;393 
Afghanistan;10.2018;253 
Afghanistan;11.2018;267 
Afghanistan;12.2018;228 
Afghanistan;01.2019;263 
Afghanistan;02.2019;205 
Afghanistan;03.2019;245 
Afghanistan;04.2019;244 
Afghanistan;05.2019;172 
Afghanistan;06.2019;249 
Afghanistan;07.2019;191 
Afghanistan;08.2019;322 
Afghanistan;09.2019;414 
Afghanistan;10.2019;328 
Afghanistan;11.2019;232 
Afghanistan;12.2019;204 
Afghanistan;01.2020;270 
Afghanistan;02.2020;285 
Afghanistan;03.2020;175 
Afghanistan;04.2020;5 
Afghanistan;05.2020;0 
Afghanistan;06.2020;8 
Afghanistan;07.2020;37 
Afghanistan;08.2020;94 
Afghanistan;09.2020;75 
Afghanistan;10.2020;98 
Afghanistan;11.2020;174 
Afghanistan;12.2020;232 
Afghanistan;01.2021;132 
Afghanistan;02.2021;99 
Afghanistan;03.2021;94 
Afghanistan;04.2021;92 
Afghanistan;05.2021;121 
Afghanistan;06.2021;84 
Afghanistan;07.2021;91 
Afghanistan;08.2021;84 
Afghanistan;09.2021;99 
Afghanistan;10.2021;385 
Afghanistan;11.2021;256 
Afghanistan;12.2021;186 
Afghanistan;01.2022;103 
Afghanistan;02.2022;175 
Afghanistan;03.2022;253 
Afghanistan;04.2022;304 
Afghanistan;05.2022;301 
Afghanistan;06.2022;304 
Afghanistan;07.2022;236 
Afghanistan;08.2022;273 
Afghanistan;09.2022;428 
Afghanistan;10.2022;385 
Afghanistan;11.2022;215 
Afghanistan;12.2022;239 
Afghanistan;01.2023;264 
Afghanistan;02.2023;217 
Afghanistan;03.2023;204 
Afghanistan;04.2023;219 
Afghanistan;05.2023;238 
Afghanistan;06.2023;215 
Afghanistan;07.2023;0 
Afghanistan;08.2023;0 
Afghanistan;09.2023;0 
Afghanistan;10.2023;0 
Afghanistan;11.2023;0 
Afghanistan;12.2023;0 
Albania;01.2017;15 
Albania;02.2017;18 
Albania;03.2017;26 
Albania;04.2017;30 
Albania;05.2017;21 
Albania;06.2017;27 
Albania;07.2017;17 
Albania;08.2017;32 
Albania;09.2017;35 
Albania;10.2017;36 
Albania;11.2017;19 
Albania;12.2017;26 
Albania;01.2018;7 
Albania;02.2018;18 
Albania;03.2018;39 
Albania;04.2018;39 
Albania;05.2018;25 
Albania;06.2018;39 
Albania;07.2018;18 
Albania;08.2018;27 
Albania;09.2018;37 
Albania;10.2018;34 
Albania;11.2018;32 
Albania;12.2018;31 
Albania;01.2019;19 
Albania;02.2019;16 
Albania;03.2019;38 
Albania;04.2019;42 
Albania;05.2019;66 
Albania;06.2019;45 
Albania;07.2019;32 
Albania;08.2019;39 
Albania;09.2019;40 
Albania;10.2019;68 
Albania;11.2019;56 
Albania;12.2019;30 
Albania;01.2020;36 
Albania;02.2020;15 
Albania;03.2020;5 
Albania;04.2020;0 
Albania;05.2020;0 
Albania;06.2020;0 
Albania;07.2020;0 
Albania;08.2020;2 
Albania;09.2020;2 
Albania;10.2020;6 
Albania;11.2020;5 
Albania;12.2020;2 
Albania;01.2021;2 
Albania;02.2021;2 
Albania;03.2021;0 
Albania;04.2021;1 
Albania;05.2021;1 
Albania;06.2021;3 
Albania;07.2021;26 
Albania;08.2021;6 
Albania;09.2021;6 
Albania;10.2021;1 
Albania;11.2021;3 
Albania;12.2021;1 
Albania;01.2022;3 
Albania;02.2022;1 
Albania;03.2022;2 
Albania;04.2022;5 
Albania;05.2022;1 
Albania;06.2022;0 
Albania;07.2022;9 
Albania;08.2022;6 
Albania;09.2022;7 
Albania;10.2022;12 
Albania;11.2022;13 
Albania;12.2022;21 
Albania;01.2023;12 
Albania;02.2023;41 
Albania;03.2023;55 
Albania;04.2023;37 
Albania;05.2023;128 
Albania;06.2023;58 
Albania;07.2023;0 
Albania;08.2023;0 
Albania;09.2023;0 
Albania;10.2023;0 
Albania;11.2023;0 
Albania;12.2023;0 
Algeria;01.2017;74 
Algeria;02.2017;61 
Algeria;03.2017;63 
Algeria;04.2017;93 
Algeria;05.2017;65 
Algeria;06.2017;34 
Algeria;07.2017;92 
Algeria;08.2017;119 
Algeria;09.2017;124 
Algeria;10.2017;126 
Algeria;11.2017;82 
Algeria;12.2017;49 
Algeria;01.2018;64 
Algeria;02.2018;50 
Algeria;03.2018;70 
Algeria;04.2018;111 
Algeria;05.2018;59 
Algeria;06.2018;69 
Algeria;07.2018;92 
Algeria;08.2018;80 
Algeria;09.2018;67 
Algeria;10.2018;122 
Algeria;11.2018;91 
Algeria;12.2018;64 
Algeria;01.2019;51 
Algeria;02.2019;42 
Algeria;03.2019;71 
Algeria;04.2019;106 
Algeria;05.2019;57 
Algeria;06.2019;80 
Algeria;07.2019;107 
Algeria;08.2019;194 
Algeria;09.2019;84 
Algeria;10.2019;71 
Algeria;11.2019;95 
Algeria;12.2019;71 
Algeria;01.2020;68 
Algeria;02.2020;38 
Algeria;03.2020;11 
Algeria;04.2020;0 
Algeria;05.2020;0 
Algeria;06.2020;0 
Algeria;07.2020;0 
Algeria;08.2020;1 
Algeria;09.2020;5 
Algeria;10.2020;1 
Algeria;11.2020;4 
Algeria;12.2020;2 
Algeria;01.2021;2 
Algeria;02.2021;0 
Algeria;03.2021;1 
Algeria;04.2021;0 
Algeria;05.2021;1 
Algeria;06.2021;5 
Algeria;07.2021;101 
Algeria;08.2021;110 
Algeria;09.2021;3 
Algeria;10.2021;9 
Algeria;11.2021;2 
Algeria;12.2021;7 
Algeria;01.2022;4 
Algeria;02.2022;4 
Algeria;03.2022;15 
Algeria;04.2022;11 
Algeria;05.2022;17 
Algeria;06.2022;11 
Algeria;07.2022;17 
Algeria;08.2022;19 
Algeria;09.2022;28 
Algeria;10.2022;46 
Algeria;11.2022;37 
Algeria;12.2022;37 
Algeria;01.2023;59 
Algeria;02.2023;53 
Algeria;03.2023;51 
Algeria;04.2023;60 
Algeria;05.2023;74 
Algeria;06.2023;81 
Algeria;07.2023;0 
Algeria;08.2023;0 
Algeria;09.2023;0 
Algeria;10.2023;0 
Algeria;11.2023;0 
Algeria;12.2023;0 
Andorra;01.2017;5 
Andorra;02.2017;2 
Andorra;03.2017;6 
Andorra;04.2017;45 
Andorra;05.2017;10 
Andorra;06.2017;7 
Andorra;07.2017;18 
Andorra;08.2017;28 
Andorra;09.2017;11 
Andorra;10.2017;31 
Andorra;11.2017;13 
Andorra;12.2017;21 
Andorra;01.2018;3 
Andorra;02.2018;9 
Andorra;03.2018;12 
Andorra;04.2018;16 
Andorra;05.2018;28 
Andorra;06.2018;14 
Andorra;07.2018;15 
Andorra;08.2018;51 
Andorra;09.2018;24 
Andorra;10.2018;20 
Andorra;11.2018;7 
Andorra;12.2018;16 
Andorra;01.2019;4 
Andorra;02.2019;11 
Andorra;03.2019;5 
Andorra;04.2019;35 
Andorra;05.2019;35 
Andorra;06.2019;15 
Andorra;07.2019;13 
Andorra;08.2019;28 
Andorra;09.2019;18 
Andorra;10.2019;26 
Andorra;11.2019;26 
Andorra;12.2019;19 
Andorra;01.2020;9 
Andorra;02.2020;5 
Andorra;03.2020;3 
Andorra;04.2020;0 
Andorra;05.2020;0 
Andorra;06.2020;0 
Andorra;07.2020;0 
Andorra;08.2020;0 
Andorra;09.2020;0 
Andorra;10.2020;0 
Andorra;11.2020;0 
Andorra;12.2020;0 
Andorra;01.2021;0 
Andorra;02.2021;0 
Andorra;03.2021;0 
Andorra;04.2021;0 
Andorra;05.2021;0 
Andorra;06.2021;0 
Andorra;07.2021;9 
Andorra;08.2021;0 
Andorra;09.2021;0 
Andorra;10.2021;0 
Andorra;11.2021;0 
Andorra;12.2021;0 
Andorra;01.2022;1 
Andorra;02.2022;0 
Andorra;03.2022;0 
Andorra;04.2022;0 
Andorra;05.2022;0 
Andorra;06.2022;0 
Andorra;07.2022;2 
Andorra;08.2022;1 
Andorra;09.2022;1 
Andorra;10.2022;3 
Andorra;11.2022;2 
Andorra;12.2022;4 
Andorra;01.2023;15 
Andorra;02.2023;12 
Andorra;03.2023;20 
Andorra;04.2023;20 
Andorra;05.2023;6 
Andorra;06.2023;20 
Andorra;07.2023;0 
Andorra;08.2023;0 
Andorra;09.2023;0 
Andorra;10.2023;0 
Andorra;11.2023;0 
Andorra;12.2023;0 
Angola;01.2017;17 
Angola;02.2017;7 
Angola;03.2017;10 
Angola;04.2017;11 
Angola;05.2017;14 
Angola;06.2017;9 
Angola;07.2017;21 
Angola;08.2017;31 
Angola;09.2017;32 
Angola;10.2017;20 
Angola;11.2017;19 
Angola;12.2017;13 
Angola;01.2018;22 
Angola;02.2018;2 
Angola;03.2018;9 
Angola;04.2018;6 
Angola;05.2018;19 
Angola;06.2018;11 
Angola;07.2018;10 
Angola;08.2018;22 
Angola;09.2018;19 
Angola;10.2018;36 
Angola;11.2018;20 
Angola;12.2018;24 
Angola;01.2019;30 
Angola;02.2019;8 
Angola;03.2019;5 
Angola;04.2019;20 
Angola;05.2019;14 
Angola;06.2019;17 
Angola;07.2019;31 
Angola;08.2019;160 
Angola;09.2019;26 
Angola;10.2019;39 
Angola;11.2019;31 
Angola;12.2019;7 
Angola;01.2020;24 
Angola;02.2020;6 
Angola;03.2020;0 
Angola;04.2020;0 
Angola;05.2020;0 
Angola;06.2020;0 
Angola;07.2020;0 
Angola;08.2020;1 
Angola;09.2020;0 
Angola;10.2020;0 
Angola;11.2020;2 
Angola;12.2020;2 
Angola;01.2021;0 
Angola;02.2021;4 
Angola;03.2021;1 
Angola;04.2021;3 
Angola;05.2021;0 
Angola;06.2021;0 
Angola;07.2021;43 
Angola;08.2021;7 
Angola;09.2021;3 
Angola;10.2021;5 
Angola;11.2021;2 
Angola;12.2021;3 
Angola;01.2022;9 
Angola;02.2022;1 
Angola;03.2022;3 
Angola;04.2022;1 
Angola;05.2022;16 
Angola;06.2022;3 
Angola;07.2022;3 
Angola;08.2022;11 
Angola;09.2022;8 
Angola;10.2022;8 
Angola;11.2022;1 
Angola;12.2022;6 
Angola;01.2023;21 
Angola;02.2023;21 
Angola;03.2023;171 
Angola;04.2023;6 
Angola;05.2023;10 
Angola;06.2023;29 
Angola;07.2023;0 
Angola;08.2023;0 
Angola;09.2023;0 
Angola;10.2023;0 
Angola;11.2023;0 
Angola;12.2023;0 
Antigua and Barbuda;01.2017;6 
Antigua and Barbuda;02.2017;6 
Antigua and Barbuda;03.2017;0 
Antigua and Barbuda;04.2017;2 
Antigua and Barbuda;05.2017;4 
Antigua and Barbuda;06.2017;3 
Antigua and Barbuda;07.2017;3 
Antigua and Barbuda;08.2017;4 
Antigua and Barbuda;09.2017;0 
Antigua and Barbuda;10.2017;7 
Antigua and Barbuda;11.2017;3 
Antigua and Barbuda;12.2017;5 
Antigua and Barbuda;01.2018;7 
Antigua and Barbuda;02.2018;4 
Antigua and Barbuda;03.2018;7 
Antigua and Barbuda;04.2018;5 
Antigua and Barbuda;05.2018;5 
Antigua and Barbuda;06.2018;11 
Antigua and Barbuda;07.2018;4 
Antigua and Barbuda;08.2018;2 
Antigua and Barbuda;09.2018;6 
Antigua and Barbuda;10.2018;7 
Antigua and Barbuda;11.2018;12 
Antigua and Barbuda;12.2018;5 
Antigua and Barbuda;01.2019;7 
Antigua and Barbuda;02.2019;5 
Antigua and Barbuda;03.2019;6 
Antigua and Barbuda;04.2019;4 
Antigua and Barbuda;05.2019;3 
Antigua and Barbuda;06.2019;4 
Antigua and Barbuda;07.2019;6 
Antigua and Barbuda;08.2019;7 
Antigua and Barbuda;09.2019;6 
Antigua and Barbuda;10.2019;9 
Antigua and Barbuda;11.2019;7 
Antigua and Barbuda;12.2019;6 
Antigua and Barbuda;01.2020;8 
Antigua and Barbuda;02.2020;2 
Antigua and Barbuda;03.2020;1 
Antigua and Barbuda;04.2020;0 
Antigua and Barbuda;05.2020;0 
Antigua and Barbuda;06.2020;0 
Antigua and Barbuda;07.2020;0 
Antigua and Barbuda;08.2020;0 
Antigua and Barbuda;09.2020;0 
Antigua and Barbuda;10.2020;0 
Antigua and Barbuda;11.2020;0 
Antigua and Barbuda;12.2020;0 
Antigua and Barbuda;01.2021;0 
Antigua and Barbuda;02.2021;0 
Antigua and Barbuda;03.2021;0 
Antigua and Barbuda;04.2021;1 
Antigua and Barbuda;05.2021;0 
Antigua and Barbuda;06.2021;0 
Antigua and Barbuda;07.2021;16 
Antigua and Barbuda;08.2021;0 
Antigua and Barbuda;09.2021;0 
Antigua and Barbuda;10.2021;0 
Antigua and Barbuda;11.2021;0 
Antigua and Barbuda;12.2021;0 
Antigua and Barbuda;01.2022;1 
Antigua and Barbuda;02.2022;0 
Antigua and Barbuda;03.2022;0 
Antigua and Barbuda;04.2022;1 
Antigua and Barbuda;05.2022;2 
Antigua and Barbuda;06.2022;2 
Antigua and Barbuda;07.2022;3 
Antigua and Barbuda;08.2022;3 
Antigua and Barbuda;09.2022;1 
Antigua and Barbuda;10.2022;5 
Antigua and Barbuda;11.2022;1 
Antigua and Barbuda;12.2022;3 
Antigua and Barbuda;01.2023;8 
Antigua and Barbuda;02.2023;3 
Antigua and Barbuda;03.2023;5 
Antigua and Barbuda;04.2023;10 
Antigua and Barbuda;05.2023;14 
Antigua and Barbuda;06.2023;8 
Antigua and Barbuda;07.2023;0 
Antigua and Barbuda;08.2023;0 
Antigua and Barbuda;09.2023;0 
Antigua and Barbuda;10.2023;0 
Antigua and Barbuda;11.2023;0 
Antigua and Barbuda;12.2023;0 
Argentina;01.2017;1423 
Argentina;02.2017;1040 
Argentina;03.2017;1609 
Argentina;04.2017;1998 
Argentina;05.2017;1971 
Argentina;06.2017;1271 
Argentina;07.2017;1335 
Argentina;08.2017;749 
Argentina;09.2017;1797 
Argentina;10.2017;2509 
Argentina;11.2017;1366 
Argentina;12.2017;1542 
Argentina;01.2018;2651 
Argentina;02.2018;2003 
Argentina;03.2018;2841 
Argentina;04.2018;3351 
Argentina;05.2018;2350 
Argentina;06.2018;1126 
Argentina;07.2018;1823 
Argentina;08.2018;1363 
Argentina;09.2018;1650 
Argentina;10.2018;1941 
Argentina;11.2018;1287 
Argentina;12.2018;1306 
Argentina;01.2019;2060 
Argentina;02.2019;1388 
Argentina;03.2019;2026 
Argentina;04.2019;2622 
Argentina;05.2019;1665 
Argentina;06.2019;983 
Argentina;07.2019;1269 
Argentina;08.2019;996 
Argentina;09.2019;4821 
Argentina;10.2019;3339 
Argentina;11.2019;1459 
Argentina;12.2019;1177 
Argentina;01.2020;1880 
Argentina;02.2020;1624 
Argentina;03.2020;641 
Argentina;04.2020;2 
Argentina;05.2020;0 
Argentina;06.2020;1 
Argentina;07.2020;4 
Argentina;08.2020;5 
Argentina;09.2020;11 
Argentina;10.2020;15 
Argentina;11.2020;20 
Argentina;12.2020;17 
Argentina;01.2021;16 
Argentina;02.2021;10 
Argentina;03.2021;43 
Argentina;04.2021;4 
Argentina;05.2021;25 
Argentina;06.2021;15 
Argentina;07.2021;486 
Argentina;08.2021;147 
Argentina;09.2021;11 
Argentina;10.2021;17 
Argentina;11.2021;17 
Argentina;12.2021;7 
Argentina;01.2022;36 
Argentina;02.2022;18 
Argentina;03.2022;48 
Argentina;04.2022;72 
Argentina;05.2022;94 
Argentina;06.2022;102 
Argentina;07.2022;134 
Argentina;08.2022;161 
Argentina;09.2022;177 
Argentina;10.2022;446 
Argentina;11.2022;405 
Argentina;12.2022;505 
Argentina;01.2023;655 
Argentina;02.2023;780 
Argentina;03.2023;1430 
Argentina;04.2023;1549 
Argentina;05.2023;1226 
Argentina;06.2023;623 
Argentina;07.2023;0 
Argentina;08.2023;0 
Argentina;09.2023;0 
Argentina;10.2023;0 
Argentina;11.2023;0 
Argentina;12.2023;0 
Armenia;01.2017;28 
Armenia;02.2017;18 
Armenia;03.2017;28 
Armenia;04.2017;26 
Armenia;05.2017;31 
Armenia;06.2017;35 
Armenia;07.2017;15 
Armenia;08.2017;23 
Armenia;09.2017;42 
Armenia;10.2017;35 
Armenia;11.2017;40 
Armenia;12.2017;26 
Armenia;01.2018;22 
Armenia;02.2018;17 
Armenia;03.2018;36 
Armenia;04.2018;53 
Armenia;05.2018;28 
Armenia;06.2018;27 
Armenia;07.2018;18 
Armenia;08.2018;26 
Armenia;09.2018;45 
Armenia;10.2018;32 
Armenia;11.2018;28 
Armenia;12.2018;27 
Armenia;01.2019;23 
Armenia;02.2019;26 
Armenia;03.2019;49 
Armenia;04.2019;73 
Armenia;05.2019;48 
Armenia;06.2019;36 
Armenia;07.2019;32 
Armenia;08.2019;32 
Armenia;09.2019;32 
Armenia;10.2019;66 
Armenia;11.2019;68 
Armenia;12.2019;19 
Armenia;01.2020;41 
Armenia;02.2020;21 
Armenia;03.2020;14 
Armenia;04.2020;0 
Armenia;05.2020;0 
Armenia;06.2020;1 
Armenia;07.2020;0 
Armenia;08.2020;0 
Armenia;09.2020;0 
Armenia;10.2020;1 
Armenia;11.2020;1 
Armenia;12.2020;0 
Armenia;01.2021;2 
Armenia;02.2021;1 
Armenia;03.2021;4 
Armenia;04.2021;7 
Armenia;05.2021;2 
Armenia;06.2021;0 
Armenia;07.2021;56 
Armenia;08.2021;17 
Armenia;09.2021;1 
Armenia;10.2021;6 
Armenia;11.2021;4 
Armenia;12.2021;4 
Armenia;01.2022;0 
Armenia;02.2022;1 
Armenia;03.2022;5 
Armenia;04.2022;5 
Armenia;05.2022;9 
Armenia;06.2022;7 
Armenia;07.2022;9 
Armenia;08.2022;11 
Armenia;09.2022;22 
Armenia;10.2022;17 
Armenia;11.2022;28 
Armenia;12.2022;11 
Armenia;01.2023;32 
Armenia;02.2023;15 
Armenia;03.2023;38 
Armenia;04.2023;27 
Armenia;05.2023;52 
Armenia;06.2023;42 
Armenia;07.2023;0 
Armenia;08.2023;0 
Armenia;09.2023;0 
Armenia;10.2023;0 
Armenia;11.2023;0 
Armenia;12.2023;0 
Australia;01.2017;61107 
Australia;02.2017;40690 
Australia;03.2017;39965 
Australia;04.2017;56202 
Australia;05.2017;32040 
Australia;06.2017;32506 
Australia;07.2017;30383 
Australia;08.2017;22157 
Australia;09.2017;44102 
Australia;10.2017;39421 
Australia;11.2017;39189 
Australia;12.2017;57292 
Australia;01.2018;69924 
Australia;02.2018;45166 
Australia;03.2018;47472 
Australia;04.2018;57432 
Australia;05.2018;39563 
Australia;06.2018;35782 
Australia;07.2018;33863 
Australia;08.2018;23729 
Australia;09.2018;48617 
Australia;10.2018;47444 
Australia;11.2018;39840 
Australia;12.2018;63608 
Australia;01.2019;81063 
Australia;02.2019;47658 
Australia;03.2019;44175 
Australia;04.2019;70504 
Australia;05.2019;46223 
Australia;06.2019;37283 
Australia;07.2019;34873 
Australia;08.2019;26951 
Australia;09.2019;60498 
Australia;10.2019;51563 
Australia;11.2019;48327 
Australia;12.2019;72653 
Australia;01.2020;85314 
Australia;02.2020;48522 
Australia;03.2020;8767 
Australia;04.2020;50 
Australia;05.2020;2 
Australia;06.2020;11 
Australia;07.2020;45 
Australia;08.2020;90 
Australia;09.2020;88 
Australia;10.2020;200 
Australia;11.2020;255 
Australia;12.2020;164 
Australia;01.2021;106 
Australia;02.2021;33 
Australia;03.2021;47 
Australia;04.2021;95 
Australia;05.2021;85 
Australia;06.2021;116 
Australia;07.2021;1570 
Australia;08.2021;524 
Australia;09.2021;121 
Australia;10.2021;284 
Australia;11.2021;160 
Australia;12.2021;124 
Australia;01.2022;220 
Australia;02.2022;134 
Australia;03.2022;612 
Australia;04.2022;1119 
Australia;05.2022;1503 
Australia;06.2022;1639 
Australia;07.2022;2330 
Australia;08.2022;2697 
Australia;09.2022;4689 
Australia;10.2022;11677 
Australia;11.2022;20193 
Australia;12.2022;41835 
Australia;01.2023;52553 
Australia;02.2023;37680 
Australia;03.2023;45189 
Australia;04.2023;56123 
Australia;05.2023;40816 
Australia;06.2023;42424 
Australia;07.2023;0 
Australia;08.2023;0 
Australia;09.2023;0 
Australia;10.2023;0 
Australia;11.2023;0 
Australia;12.2023;0 
Austria;01.2017;1120 
Austria;02.2017;1225 
Austria;03.2017;1929 
Austria;04.2017;2392 
Austria;05.2017;1818 
Austria;06.2017;1263 
Austria;07.2017;2133 
Austria;08.2017;1584 
Austria;09.2017;2004 
Austria;10.2017;2283 
Austria;11.2017;2021 
Austria;12.2017;1263 
Austria;01.2018;1241 
Austria;02.2018;1354 
Austria;03.2018;2326 
Austria;04.2018;2295 
Austria;05.2018;2339 
Austria;06.2018;1602 
Austria;07.2018;2537 
Austria;08.2018;2022 
Austria;09.2018;2268 
Austria;10.2018;2999 
Austria;11.2018;1923 
Austria;12.2018;1281 
Austria;01.2019;1382 
Austria;02.2019;1479 
Austria;03.2019;2498 
Austria;04.2019;3451 
Austria;05.2019;2179 
Austria;06.2019;1732 
Austria;07.2019;3005 
Austria;08.2019;2453 
Austria;09.2019;2640 
Austria;10.2019;2827 
Austria;11.2019;2288 
Austria;12.2019;1596 
Austria;01.2020;1473 
Austria;02.2020;1492 
Austria;03.2020;449 
Austria;04.2020;0 
Austria;05.2020;2 
Austria;06.2020;2 
Austria;07.2020;8 
Austria;08.2020;3 
Austria;09.2020;18 
Austria;10.2020;32 
Austria;11.2020;103 
Austria;12.2020;23 
Austria;01.2021;54 
Austria;02.2021;24 
Austria;03.2021;33 
Austria;04.2021;22 
Austria;05.2021;26 
Austria;06.2021;32 
Austria;07.2021;353 
Austria;08.2021;126 
Austria;09.2021;46 
Austria;10.2021;73 
Austria;11.2021;90 
Austria;12.2021;9 
Austria;01.2022;39 
Austria;02.2022;9 
Austria;03.2022;81 
Austria;04.2022;158 
Austria;05.2022;234 
Austria;06.2022;219 
Austria;07.2022;379 
Austria;08.2022;324 
Austria;09.2022;570 
Austria;10.2022;1091 
Austria;11.2022;1030 
Austria;12.2022;891 
Austria;01.2023;1017 
Austria;02.2023;1085 
Austria;03.2023;2513 
Austria;04.2023;2446 
Austria;05.2023;2557 
Austria;06.2023;1456 
Austria;07.2023;0 
Austria;08.2023;0 
Austria;09.2023;0 
Austria;10.2023;0 
Austria;11.2023;0 
Austria;12.2023;0 
Azerbaijan;01.2017;32 
Azerbaijan;02.2017;16 
Azerbaijan;03.2017;83 
Azerbaijan;04.2017;48 
Azerbaijan;05.2017;52 
Azerbaijan;06.2017;53 
Azerbaijan;07.2017;41 
Azerbaijan;08.2017;60 
Azerbaijan;09.2017;74 
Azerbaijan;10.2017;76 
Azerbaijan;11.2017;61 
Azerbaijan;12.2017;49 
Azerbaijan;01.2018;47 
Azerbaijan;02.2018;29 
Azerbaijan;03.2018;60 
Azerbaijan;04.2018;49 
Azerbaijan;05.2018;67 
Azerbaijan;06.2018;78 
Azerbaijan;07.2018;26 
Azerbaijan;08.2018;67 
Azerbaijan;09.2018;112 
Azerbaijan;10.2018;93 
Azerbaijan;11.2018;54 
Azerbaijan;12.2018;45 
Azerbaijan;01.2019;34 
Azerbaijan;02.2019;40 
Azerbaijan;03.2019;141 
Azerbaijan;04.2019;77 
Azerbaijan;05.2019;74 
Azerbaijan;06.2019;64 
Azerbaijan;07.2019;74 
Azerbaijan;08.2019;155 
Azerbaijan;09.2019;96 
Azerbaijan;10.2019;62 
Azerbaijan;11.2019;144 
Azerbaijan;12.2019;67 
Azerbaijan;01.2020;42 
Azerbaijan;02.2020;30 
Azerbaijan;03.2020;22 
Azerbaijan;04.2020;1 
Azerbaijan;05.2020;0 
Azerbaijan;06.2020;2 
Azerbaijan;07.2020;0 
Azerbaijan;08.2020;0 
Azerbaijan;09.2020;4 
Azerbaijan;10.2020;6 
Azerbaijan;11.2020;5 
Azerbaijan;12.2020;4 
Azerbaijan;01.2021;1 
Azerbaijan;02.2021;1 
Azerbaijan;03.2021;8 
Azerbaijan;04.2021;5 
Azerbaijan;05.2021;7 
Azerbaijan;06.2021;8 
Azerbaijan;07.2021;129 
Azerbaijan;08.2021;74 
Azerbaijan;09.2021;3 
Azerbaijan;10.2021;38 
Azerbaijan;11.2021;8 
Azerbaijan;12.2021;1 
Azerbaijan;01.2022;3 
Azerbaijan;02.2022;2 
Azerbaijan;03.2022;14 
Azerbaijan;04.2022;9 
Azerbaijan;05.2022;9 
Azerbaijan;06.2022;22 
Azerbaijan;07.2022;22 
Azerbaijan;08.2022;30 
Azerbaijan;09.2022;26 
Azerbaijan;10.2022;41 
Azerbaijan;11.2022;52 
Azerbaijan;12.2022;65 
Azerbaijan;01.2023;41 
Azerbaijan;02.2023;69 
Azerbaijan;03.2023;157 
Azerbaijan;04.2023;166 
Azerbaijan;05.2023;90 
Azerbaijan;06.2023;67 
Azerbaijan;07.2023;0 
Azerbaijan;08.2023;0 
Azerbaijan;09.2023;0 
Azerbaijan;10.2023;0 
Azerbaijan;11.2023;0 
Azerbaijan;12.2023;0 
Bahrain;01.2017;24 
Bahrain;02.2017;27 
Bahrain;03.2017;40 
Bahrain;04.2017;90 
Bahrain;05.2017;34 
Bahrain;06.2017;32 
Bahrain;07.2017;99 
Bahrain;08.2017;57 
Bahrain;09.2017;60 
Bahrain;10.2017;88 
Bahrain;11.2017;47 
Bahrain;12.2017;55 
Bahrain;01.2018;73 
Bahrain;02.2018;32 
Bahrain;03.2018;78 
Bahrain;04.2018;83 
Bahrain;05.2018;24 
Bahrain;06.2018;59 
Bahrain;07.2018;78 
Bahrain;08.2018;56 
Bahrain;09.2018;35 
Bahrain;10.2018;48 
Bahrain;11.2018;51 
Bahrain;12.2018;52 
Bahrain;01.2019;46 
Bahrain;02.2019;46 
Bahrain;03.2019;87 
Bahrain;04.2019;97 
Bahrain;05.2019;18 
Bahrain;06.2019;66 
Bahrain;07.2019;85 
Bahrain;08.2019;88 
Bahrain;09.2019;55 
Bahrain;10.2019;99 
Bahrain;11.2019;63 
Bahrain;12.2019;67 
Bahrain;01.2020;54 
Bahrain;02.2020;35 
Bahrain;03.2020;8 
Bahrain;04.2020;0 
Bahrain;05.2020;0 
Bahrain;06.2020;0 
Bahrain;07.2020;1 
Bahrain;08.2020;0 
Bahrain;09.2020;3 
Bahrain;10.2020;0 
Bahrain;11.2020;1 
Bahrain;12.2020;1 
Bahrain;01.2021;11 
Bahrain;02.2021;0 
Bahrain;03.2021;0 
Bahrain;04.2021;1 
Bahrain;05.2021;1 
Bahrain;06.2021;0 
Bahrain;07.2021;64 
Bahrain;08.2021;14 
Bahrain;09.2021;23 
Bahrain;10.2021;1 
Bahrain;11.2021;1 
Bahrain;12.2021;1 
Bahrain;01.2022;7 
Bahrain;02.2022;0 
Bahrain;03.2022;2 
Bahrain;04.2022;3 
Bahrain;05.2022;1 
Bahrain;06.2022;5 
Bahrain;07.2022;2 
Bahrain;08.2022;19 
Bahrain;09.2022;39 
Bahrain;10.2022;19 
Bahrain;11.2022;41 
Bahrain;12.2022;49 
Bahrain;01.2023;30 
Bahrain;02.2023;70 
Bahrain;03.2023;65 
Bahrain;04.2023;87 
Bahrain;05.2023;127 
Bahrain;06.2023;70 
Bahrain;07.2023;0 
Bahrain;08.2023;0 
Bahrain;09.2023;0 
Bahrain;10.2023;0 
Bahrain;11.2023;0 
Bahrain;12.2023;0 
Bangladesh;01.2017;1071 
Bangladesh;02.2017;678 
Bangladesh;03.2017;958 
Bangladesh;04.2017;1312 
